username,tweet_date,tweet_text,tweet_link,media_exists
@realJDCannon,"Jul 2, 2023 · 11:33 PM UTC",#France,https://twitter.com/realJDCannon/status/1675648982855368705?s=20,True
@Happening_Now_1,"Jul 2, 2023 · 11:32 PM UTC","🔴 #URGENT
#Jenin Battalion: We targeted the #Israeli occupation vehicles in the vicinity of the camp, and we achieved casualties

#Ukraine  #Russia #Moscow #Kyiv #EU #USA #Germany #FRANCE #England
#Italy #EuropeanUnion
#China #Japan",https://twitter.com/Sky_Earth_News/status/1675648701388161026?s=20,False
@Amansouri799,"Jul 2, 2023 · 11:32 PM UTC",#france has fallen.. FRANCE IS OFFICIALLY IN CIVIL WAR 📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷📷,https://twitter.com/Amansouri799/status/1675648635781148674?s=20,False
@Ike_Bongani,"Jul 2, 2023 · 11:32 PM UTC","A #French woman documents the robbery of #thieves at a clothing store, saying: Watch carefully that they are not Morrocan and they are white in skin, and see how the #police deal with them and how they listen to them quietly!

#Paris #Ashes23 #FranceOnFire #france #Rioters",https://twitter.com/Ike_Bongani/status/1675648673307324417?s=20,True
@GoldingBF,"Jul 2, 2023 · 9:26 PM UTC",This lying bastard claims on Sky News that immigrants are looting all over France because the French police are ‘racist’. #FranceRiots #FranceHasFallen #FranceOnFire,https://twitter.com/amanda_sini/status/1675648627262504960?s=20,True
@Shambala_eV,"Jul 2, 2023 · 11:32 PM UTC","#Hell
#France
#Hölle
#Frankreich
#Europa
#Violence
#War
#Krieg
#FrenchRevolution",https://twitter.com/Shambala_eV/status/1675648583935184902?s=20,True
@BRADCASHNOW,"Jul 2, 2023 · 11:32 PM UTC","This is insane 😡 😡😡
Rioters burned biggest library of Marseille , L’Alcazar. 👁👁👁
#France #Marseille #FranceRiots #FranceProtest #franceViolence",https://twitter.com/BRADCASHNOW/status/1675648557183909889?s=20,True
@MaggyUltime,"Jul 2, 2023 · 5:59 PM UTC",Humm... Elle dit quoi ?,https://twitter.com/NIKEMOKOM/status/1675648421519032325?s=20,False
@hassinhadi,"Jul 2, 2023 · 11:31 PM UTC","#France : les autorités confirme la présence d'un «groupe d'ultradroite» à #Lyon, qui a tenté cette nuit «une opération de communication» devant la mairie de la ville. Par l'usage de moyens lacrymogènes, leur action a été empêchée par les policiers, indique-t-on.",https://twitter.com/hassinhadi/status/1675648509213650944?s=20,True
@Chuck_Sneed777,"Jul 2, 2023 · 11:31 PM UTC","The rioters who let the zoo animals loose are subhumans. Now kids are at risk of getting mauled to death by lions, and many of the rare animals are at risk of being killed by traffic, starvation, etc. 
#parisriots #zoo #France #frenchriots",https://twitter.com/Chuck_Sneed777/status/1675648403378774016?s=20,False
@ElanderNews,"Jul 2, 2023 · 9:33 PM UTC","FRANCE - isn’t falling in the way you think it is!

The people will fall .. straight into the arms of state control. 

Digital ID
movement restrictions 
Social Media censorship
Internet blackouts

The people will beg for it. And then we all fall 😞",https://twitter.com/Ihaveadreammlk2/status/1675648502397911040?s=20,True
@ashkairaa,"Jul 2, 2023 · 11:31 PM UTC","Olympians hurdle into Orange store in #Montpillier to clear out 

#France #Paris #franceriots #emeutes #Marseille #Nanterre #lyon 
 twitter.com/SniperSniperbrn/…",https://twitter.com/ashkairaa/status/1675648357761527810?s=20,False
@TajikResistance,"Jul 2, 2023 · 11:31 PM UTC",When rate limits exceed in #France:,https://twitter.com/TajikResistance/status/1675648376996495361?s=20,True
@Albertino13T,"Jul 2, 2023 · 11:31 PM UTC","#whoiscameronherrin #whoiscameron 

#emeutes #Paris #france #FiveNightsAtFreddys",https://twitter.com/Albertino13T/status/1675648297422184451?s=20,False
@Albertino13T,"Jul 2, 2023 · 11:30 PM UTC","#whoiscameronherrin #whoiscameron 

#emeutes #Paris #france #FiveNightsAtFreddys",https://twitter.com/Albertino13T/status/1675648223548178432?s=20,False
@Malaguena27,"Jul 2, 2023 · 11:30 PM UTC","This is outdated & out of fashion - try something new .
Lots going on in the world.
Like - #France",https://twitter.com/Malaguena27/status/1675648142052843520?s=20,False
@seb_nc,"Jul 2, 2023 · 11:30 PM UTC",La #France appartient à Dieu,https://twitter.com/seb_nc/status/1675648108816998401?s=20,False
@Albertino13T,"Jul 2, 2023 · 11:30 PM UTC","#whoiscameronherrin #whoiscameron 

#emeutes #Paris #france #FiveNightsAtFreddys",https://twitter.com/Albertino13T/status/1675648117604077568?s=20,False
@Wassmanim,"Jul 2, 2023 · 11:30 PM UTC","Translated from French
🔴 Marseille, several mortars were heard in the city (1h15) 📷 #emeutes #Marseille #vidéo #police #bavurepoliciere #Nahel #france #EmmanuelMacron #paris #police",https://twitter.com/Wassmanim/status/1675648102978519044?s=20,False
@IsraelOjoko,"Jul 2, 2023 · 11:30 PM UTC","Macron to Hold Talks with Mayors of Riot-Hit Towns After Teen’s Death

#France #Macron #Mayors #Riots #Towns #Teen bnn.network/breaking-news/pr…",https://twitter.com/IsraelOjoko/status/1675648057378066433?s=20,False
@BRADCASHNOW,"Jul 2, 2023 · 11:30 PM UTC","This poor man 👨 is getting hammered for nothing. He is just passing by in the street of Bordeaux. What is his fault? 👁👁👁
#France #FranceProtest #FranceRiots #FranceProtests #war #franceViolence #Emeute #emeutes #Bordeaux",https://twitter.com/BRADCASHNOW/status/1675648093230977026?s=20,True
@1Around_theworl,"Jul 2, 2023 · 11:29 PM UTC","🔴 בינתיים בעיר אורלי בצרפת, תפסו משאית והציתו אותה
#France #Orly",https://twitter.com/1Around_theworl/status/1675647977682026502?s=20,True
@Kabyl2merd,"Jul 2, 2023 · 11:14 PM UTC",Et là évidemment quand il est blanc personne ne condamne… triste France…. #emeutes,https://twitter.com/Kabyl2merd/status/1675648010162765825?s=20,False
@abj165,"Jul 2, 2023 · 11:29 PM UTC",#France #Paris #Marseille #Lyon #Lille #Toulouse #Starsbourg #nahel #Perancis #BH #NST,https://twitter.com/abj165/status/1675647921440841728?s=20,False
@alpcanalbayrak,"Jul 2, 2023 · 11:29 PM UTC","Do we need to send tanks to #France now, charlie?",https://twitter.com/alpcanalbayrak/status/1675647845947387904?s=20,False
@Footballnews023,"Jul 2, 2023 · 11:29 PM UTC",Lion escapes ZOO during France riots/protests 🇫🇷🇫🇷🇫🇷🚨 #Paris #ElonMusk #France #FranceProtest #franceriots #RateLimitExceeded #TwitterLimits #TwitterDown,https://twitter.com/Footballnews023/status/1675647819800014848?s=20,True
@ohpowpow,"Jul 2, 2023 · 11:29 PM UTC",Video: Unrest Grips #Paris As Violence Continue For Another Night In #France  🔥 #FranceRiots piped.video/tAX83-Dvb7s via @YouTube,https://twitter.com/ohpowpow/status/1675647842348593154?s=20,False
@Michael3837500,"Jul 2, 2023 · 11:28 PM UTC","France extorts $500 billion per year ""Colonial Tax"" from these 14 African countries 

#USA #Russia #China #France #BRICS #Europe #Germany #Turkey #Ukraine #NATO #Biden #Putin #FranceRiots #Macron #Paris #FranceOnFire #Africa #SouthAfrica #Libya",https://twitter.com/Michael3837500/status/1675647753886527488?s=20,False
@Happening_Now_1,"Jul 2, 2023 · 11:28 PM UTC","🔴 #URGENT
Armed clashes between resistance fighters and the #Israeli occupation forces, which stormed the center of #Jenin camp

#Ukraine  #Russia #Moscow #Kyiv #EU #USA #Germany #FRANCE #England
#Italy #EuropeanUnion
#China #Japan",https://twitter.com/Sky_Earth_News/status/1675647630683021313?s=20,False
@CROZ_FI,"Jul 2, 2023 · 11:28 PM UTC","Comment se passe ce barrage à la haine ? 😄
#emeutes #france",https://twitter.com/CROZ_FI/status/1675647734160793603?s=20,False
@yildiz_trading,"Jul 2, 2023 · 11:28 PM UTC",The best way to stop the terrorists and hooligans #rioting in #France is to cut off their welfare💰checks and deport them to where they came from. @elonmusk @BarackObama @taylorswift13 @EmmanuelMacron @FRANCE24 @TwitterFrance  @LeTour @Pontifex_it @franceintheus @vonderleyen,https://twitter.com/yildiz_trading/status/1675647601398480897?s=20,False
@Vesuvio_1209,"Jul 2, 2023 · 11:28 PM UTC","フランス暴動で、警察官に射殺された17歳の祖母「もう止めて！疲れた、耐えられない。私たちは彼らが破壊することを望んでいません。孫の死を(政府への怒りの)言い訳として利用している」

心が痛んでいるようです
#フランス #france #暴動 #riot 
news.sky.com/story/france-ri…",https://twitter.com/Vesuvio_1209/status/1675647544817487872?s=20,False
@eliteeurohub,"Jul 2, 2023 · 11:27 PM UTC","#fmty #London #Italy #FRANCE #europeansummer 

International Companion 

missnikitaocean.com/fmtyfly-…",https://twitter.com/eliteeurohub/status/1675647477775753217?s=20,False
@AlphaJac,"Jul 2, 2023 · 11:27 PM UTC",#Haiti should send peace keeping soldiers to #France before France descends into complete chaos,https://twitter.com/AlphaJac/status/1675647426193915904?s=20,False
@ezints,"Jul 2, 2023 · 11:27 PM UTC","Un groupe de Hackeur menace le gouvernement français.
« Le gouvernement français doit éradiquer le racisme dans sa police sinon le collectif Anonymous viendra en aide aux manifestants. » #France #Censure #ViolencesPolicieres #Nanterre #France #MacronDestitution #Macronie",https://twitter.com/ezints/status/1675647414512877568?s=20,False
@SheaSica,"Jul 2, 2023 · 11:27 PM UTC","#France The orchestrated destruction of a nation. Open borders, mass immigration, lawlessness.. This is the WEF Blueprint that Macron is following as is our country. The riots are spreading to Italy, Belgium, UK & Switzerland. 
It is planned & will not stop. Nations ""must"" be..",https://twitter.com/SheaSica/status/1675647402366103553?s=20,False
@francoisedegois,"Jul 2, 2023 · 11:09 AM UTC","Je ne sais pas si on réalise le niveau de violence sur le maire LR de #LHayLesRoses , @VincentJeanbrun : on lance une voiture bélier en flammes , avec un produit accélérant à l’intérieur pour brûler la maison . L’épouse et les enfants s’enfuient et les assaillants leur tirent dessus à coup de mortier . Qui peut nier l’intention de tuer ? . #emeutes",https://twitter.com/glya3/status/1675647376994848768?s=20,False
@chilangofederal,"Jul 2, 2023 · 11:26 PM UTC","""Cuando la perra es brava, hasta a los de casa muerde""

#FranceOnFire #France #Macro",https://twitter.com/chilangofederal/status/1675647229531656193?s=20,True
@PrepperJohnDoe,"Jul 2, 2023 · 11:26 PM UTC","Patio drinks with friends. With a view no less! 🔥

Coming soon to EU country, or US State, near you soon! 😑 

#Rioters #civilunrest #france #Belgium #FranceBurning #franceriots",https://twitter.com/PrepperJohnDoe/status/1675647216864698368?s=20,True
@BRADCASHNOW,"Jul 2, 2023 · 11:26 PM UTC","This is France 🇫🇷 not #UKRAINE not #Russia nor #Syria. This is France in July 2023. 👁👁👁
#FRANCE #FranceProtest #FranceProtests #franceriots #Paris #Marseille #Bordeaux",https://twitter.com/BRADCASHNOW/status/1675647201425473538?s=20,True
@InderBr00602000,"Jul 2, 2023 · 11:26 PM UTC","TikTok pranksters get what they deserve. 
#Twitter #Ashes #prankstr8 #FRANCE #FranceHasFallen #CryptoCommunity",https://twitter.com/InderBr00602000/status/1675647102633013248?s=20,True
@matibigbrain,"Jul 2, 2023 · 11:26 PM UTC",athena #france,https://twitter.com/matibigbrain/status/1675647160589725696?s=20,False
@arnau1700,"Jul 2, 2023 · 4:28 PM UTC","T̳H̳R̳E̳A̳D̳

C̳o̳v̳e̳r̳i̳n̳g̳ ̳D̳a̳y̳ ̳6 ̳o̳f̳ ̳t̳h̳e̳ ̳u̳n̳r̳e̳s̳t̳ ̳i̳n̳ ̳F̳r̳a̳n̳c̳e̳

Police are setting up in Marseille city centre in anticipation of more disturbances this evening

#paris #nahel #FranceRiots
#franceViolence #FranceProtests #lyon",https://twitter.com/arnau1700/status/1675647175949262848?s=20,True
@exhilarationfan,"Jul 2, 2023 · 11:26 PM UTC",🔴LIVE: FRANCE RIOTS 6th - Protest City Skyline Cameras & Latest Videos piped.video/live/bw-F4ogZtss… via @YouTube #Frankrijk #FranceOnFire #FranceRiots #Nael #nanterre #paris #FranceProtests #france #Franciaország  #macron #فرانسه #فرانس #फ्रांस #프랑스 #Франция #Γαλλία #Perancis,https://twitter.com/exhilarationfan/status/1675647079413084162?s=20,False
@carolineELM1,"Jul 2, 2023 · 11:26 PM UTC",#FRANCE I was sympathetic to the people who feel angry.  However who do people think you are acting like children. Not getting what you want.  Does single incident constitute chaos in the streets. Is that the people’s solutions? Don’t mistake my empathy for condoning violence.,https://twitter.com/carolineELM1/status/1675647086665125890?s=20,False
@BlackMaleFirst,"Jul 2, 2023 · 11:26 PM UTC","Black Men, with limited capacity we have to keep talking about #France. Something serious is going on down there and @elonmusk doesn’t want us to know",https://twitter.com/BlackMaleFirst/status/1675647075512651776?s=20,False
@ashkairaa,"Jul 2, 2023 · 11:25 PM UTC","Kids darting out of Darty with electrical goods 

#France #Paris #frenchprotests #franceriots",https://twitter.com/ashkairaa/status/1675646897804001281?s=20,True
@BRADCASHNOW,"Jul 2, 2023 · 11:25 PM UTC","Free shopping 🛍️ continue in France or rather I would say looting continue in 🇫🇷👁👁👁
#FRANCE #Emeute #FranceRiots #franceViolence #FranceProtests #Paris #GuerreCivil",https://twitter.com/BRADCASHNOW/status/1675646918049902592?s=20,True
@TheNationsCause,"Jul 2, 2023 · 11:25 PM UTC","Remember, you are not alone. It is crucial the people work together to repel those who mean them harm. I commend these fine people for doing so. They must stand their ground and remain united. #France #FranceOnFire #FranceViolence #Francia",https://twitter.com/TheNationsCause/status/1675646867743416320?s=20,True
@JennyJen68,"Jul 2, 2023 · 11:24 PM UTC","#FranceOnFire I guess I am canceling my trip to #France. I was going next month for my bday. #Macron should ask #Trump what coarse of action to take about the #FranceProtest 
Dang, I miss Trump!",https://twitter.com/JennyJen68/status/1675646749900152832?s=20,False
@NationalIndNews,"Jul 2, 2023 · 11:24 PM UTC",#BREAKING #France #FranceRiots #FranceOnFire Another video footage from France. The riots got out of control in many cities across the country.,https://twitter.com/NationalIndNews/status/1675646759026974721?s=20,True
@exhilarationfan,"Jul 2, 2023 · 11:24 PM UTC",🔴LIVE: FRANCE RIOTS 6th - Protest City Skyline Cameras & Latest Videos piped.video/live/bw-F4ogZtss… via @YouTube #FranciaArde #frankreichriots #FranceOnFire #法国 #FranceRiots #paris #Nael #nanterre #フランス #FranceProtests #france #macron #fransa #francia #frankreich #فرنسافرنسا,https://twitter.com/exhilarationfan/status/1675646703293157376?s=20,False
@AliAaisack,"Jul 2, 2023 · 11:24 PM UTC",Massive Fire Breaks Out At Warehouse in Eastern #France - Video,https://twitter.com/AliAaisack/status/1675646701154058243?s=20,True
@Gilloutmode,"Jul 2, 2023 · 11:24 PM UTC","Les troubles civils et les violences en #France risquent de conduire à des restrictions temporaires de #liberté si elles continuent. Ceux qui sèment le chaos doivent comprendre les conséquences. Bravo #IdrissAberkane pour comprendre les enjeux  #Politique 
urlz.fr/mywB",https://twitter.com/Gilloutmode/status/1675646657277448194?s=20,False
@TwitchJimmyxe,"Jul 2, 2023 · 11:24 PM UTC",J'ai remis en ligne mes vidéos qui étaient en privé.. j'ai peur.. #YoutubeFr #TwitchFr #France #Streameur #Youtubeur,https://twitter.com/TwitchJimmyxe/status/1675646626537324545?s=20,False
@BeingsObserver,"Jul 2, 2023 · 11:24 PM UTC","France Riots
In Orly, France, rioters cut the road to a truck, stole it, then put it on fire. 🔥 
#FranceOnFire #FRANCE #riots #orly",https://twitter.com/BeingsObserver/status/1675646569503424513?s=20,True
@DaleCooperBack,"Jul 2, 2023 · 11:23 PM UTC",#France Vous n'aurez pas ma rage 🙏😌,https://twitter.com/DaleCooperBack/status/1675646510849990657?s=20,False
@CowingMalcolm,"Jul 2, 2023 · 11:24 PM UTC",#France in trouble. Sounds like a job for General Arse Biscuites,https://twitter.com/CowingMalcolm/status/1675646542521171969?s=20,False
@NouRSin26,"Jul 2, 2023 · 11:23 PM UTC","Ohhh mon Dieu شو هيدا طلعو فغنسيين جماعه #مريم_كلينك المحمية الفغنسية قلنالكم ان عمليات السطوو تمت من طرف #الجياع اكتشفنا اول #جائع و 
 الباقي سينكشفون تباعا القادم 
اعظم
  be ready 
#france 
#Jus",https://twitter.com/NouRSin26/status/1675646497143046145?s=20,False
@ronakorn,"Jul 2, 2023 · 11:23 PM UTC","ชาวฝรั่งเศสในเมืองเมตซ์รวมตัวกันติดอาวุธออกไปเฝ้าเวรยามตามถนนในเมืองเพื่อคอยปกป้องรถ บ้านเรือน และทรัพย์สินของพวกเขาจากผู้ก่อการจลาจล 

#ฝรั่งเศส อยู่ในสภาพไร้กฎหมายในขณะนี้

#France #FranceHasFallen #Franceriot twitter.com/Pedrinho_ah/stat…",https://twitter.com/ronakorn/status/1675646444643188737?s=20,False
@Christo85227037,"Jul 2, 2023 · 11:24 PM UTC","#BenjaminFreedman speech 1961 - Big History Lesson - piped.video/jmM0wCpsUa4 - ""The #Zionists and their co-religionists have complete control of our government."" - #ZOA #JFK #Palestine #Israel #WW3 #France #Algeria #UN #Lebanon #China",https://twitter.com/Christo85227037/status/1675646591519059968?s=20,False
@akcaer_ali,"Jul 2, 2023 · 11:23 PM UTC","#FransaYanıyor 
Fransa'ya kavurucu sıcaklar gelmeye devam ediyor.

Hey @EmmanuelMacron keyifler nasıl?
#Fransa
#Paris
#France
#FransaYanıyor",https://twitter.com/akcaer_ali/status/1675646352355672065?s=20,False
@BRADCASHNOW,"Jul 2, 2023 · 11:23 PM UTC","This is war zone 🇫🇷 👁👁👁
#FRANCE #FranceProtest #FranceRiots #franceViolence #war #Warzone #Nice #Paris #Emeute #emeutes",https://twitter.com/BRADCASHNOW/status/1675646400091111424?s=20,True
@NazimNazom,"Jul 2, 2023 · 11:23 PM UTC","Une horde de #néo_nazi lâchée par l'état policier de #France pour faire face aux émeutiers, ça part en couille là 😅
#emeutes #franceViolence #FranceProtest",https://twitter.com/NazimNazom/status/1675646333481304065?s=20,True
@freedomtowermia,"Jul 2, 2023 · 11:22 PM UTC",#France is Shut Down Internet piped.video/2nMZaAe0K_I via @YouTube,https://twitter.com/freedomtowermia/status/1675646246520799232?s=20,False
@GoldingBF,"Jul 2, 2023 · 8:28 PM UTC",Armed rioters show off their arsenal of weapons in France. #FranceRiots #FranceHasFallen #FranceOnFire,https://twitter.com/Smith_MattMatt/status/1675646081395486721?s=20,True
@gori_gorizyo29,"Jul 2, 2023 · 11:22 PM UTC","RUGBY WORLD CUP 2023

開幕まで、あと67日🏉
⁡
photo:2022.6.25 JAPAN vs Uruguay
⁡
#BRAVEBLOSSOMS #GoWithTheBrave #Japan #日本代表 #rugby #ラグビー #WorldCup #France #rugbyworldcup2023 #RWC2023 #ファウルアマキシ 選手  #FAULUAMAKISI #サンゴリ女の応援フォト",https://twitter.com/gori_gorizyo29/status/1675646228170964993?s=20,False
@BRADCASHNOW,"Jul 2, 2023 · 11:21 PM UTC","France 🇫🇷 Shoppers or rather looters. This is not a protest, this is looting. 👁👁👁
#emeutes #FRANCE #FranceRiots #FranceHasFallen #FranceOnFire #FranceProtests #franceViolence #Francia #Francja",https://twitter.com/BRADCASHNOW/status/1675646016102576128?s=20,True
@jeffspino,"Jul 2, 2023 · 11:21 PM UTC","A civil war is going on in the garden of half of #Europe and without #Putin lifting a single finger. It's only the beginning.
@JosepBorrellF
#France
#Strasbourg
#Lausanne
#Swiss
#Belgium
#FranceHasFallen
#FranceRivolte
#FranceProtest twitter.com/jeffspino/status…",https://twitter.com/jeffspino/status/1675645940777009154?s=20,False
@Salahedddddine,"Jul 2, 2023 · 11:22 PM UTC","Paris 🇫🇷
#Nahel 
#FRANCE",https://twitter.com/Salahedddddine/status/1675646143940681731?s=20,True
@ChubbyPrimate,"Jul 2, 2023 · 11:21 PM UTC",Considering Macron’s love affair with the Nazi and his @wef is there a possibility that the unrest in #france is intentional and orchestrated to induce demand for the fantasy totalitarian regime that these monsters have been persueing?,https://twitter.com/ChubbyPrimate/status/1675645983945019392?s=20,False
@rahulpriv0,"Jul 2, 2023 · 11:21 PM UTC","At peace and on fire! 

📸 @anumphotography 
#PalaisRoyalParis #Paris #France",https://twitter.com/rahulpriv0/status/1675645906673352704?s=20,False
@TRUTHIN22,"Jul 2, 2023 · 11:21 PM UTC","Karma is real
Look what France did to people in Africa
#FranceHasFallen #France #FranceProtest #FranceOnFire",https://twitter.com/TRUTHIN22/status/1675645909231628289?s=20,True
@aquibmir71,"Jul 2, 2023 · 7:27 AM UTC","Hello @BarackObama minority is doing something in France. 

Rioters set fire to residential building in Grigny, France .

Retweet it .",https://twitter.com/king00kobra/status/1675645862129840128?s=20,True
@LinePress_Off,"Jul 2, 2023 · 11:21 PM UTC","#Nanterre la #BRI à la manœuvre dans la cité #PabloPicasso dans la nuit du 29 au 30 juin 2023.

La suite ici :   piped.video/channel/UC2PAw2D…

#Nahel #Police #ViolencesPolicieres #ViolencesUrbaines #Emeutes #Violence #Revolte #France",https://twitter.com/LinePress_Off/status/1675645851161559040?s=20,True
@Sh1tUShouldKno,"Jul 2, 2023 · 11:21 PM UTC","cc footage from a business in #France showing looters being apprehended during the #FranceRiots

Don’t speak a lick of French but you could tell the owners were enjoying the footage

#FranceOnFire #FranceProtests #FranceHasFallen",https://twitter.com/Sh1tUShouldKno/status/1675645793217265665?s=20,True
@TanzaniteCob,"Jul 2, 2023 · 11:20 PM UTC","Et pour finir,M. Zelensky vous souhaite une bonne nuit 🌠
#AChaqueJourSuffitSaPeine
#NonAuxViolencesPolicieres
#Emeutes #France",https://twitter.com/TanzaniteCob/status/1675645753685835777?s=20,True
@moftahlmabry,"Jul 2, 2023 · 10:44 PM UTC",For a 132 years France killing Algerians in their homeland in Algeria and now they talking about civilization and immigrants destroying their country??? Watch and judge  #FranceHasFallen #France #FranceProtest #FranceOnFire  #nahel,https://twitter.com/moftahlmabry/status/1675645837454737410?s=20,True
@NowVideoNetwork,"Jul 2, 2023 · 6:00 PM UTC","Rioters caused massive damage, with cars and buildings set ablaze, widespread looting in Marseille and around Paris, and dozens of attacks on police stations.

#FranceRiots #FranceOnFire",https://twitter.com/SeanLOrange/status/1675645749856534528?s=20,True
@PoliceRealites,"Jul 3, 2023 · 9:36 PM UTC",La une de Libération demain,https://twitter.com/Tanguy_Cornec/status/1676017923494649857?s=20,False
@Wayner665,"Jul 3, 2023 · 11:58 PM UTC","Unpopular opinion?

#France voted for this.",https://twitter.com/Wayner665/status/1676017496199929856?s=20,False
@glitchykaku,"Jul 3, 2023 · 11:57 PM UTC","Still pretending are we?
#france #russia #ukraine #america #4thofJuly #canada #ireland #england #sweden twitter.com/glitchyKaku/stat…",https://twitter.com/glitchykaku/status/1676017474725134337?s=20,False
@EmmanuelMacron,"Jul 3, 2023 · 11:35 PM UTC","Policiers, gendarmes, sapeurs-pompiers, merci pour votre mobilisation exceptionnelle ces dernières nuits. Je sais combien celles-ci ont été difficiles pour vous et vos familles. Vous avez mon soutien.",https://twitter.com/FouziGone/status/1676017401022775296?s=20,False
@SVPSOint,"Jul 3, 2023 · 11:57 PM UTC","World is United.

World is United ( all good Ppl,Ord, Soft Ppl,#Hindus,good Empl,Good Poltcns,All Police,Army, Etc) to destroy Islam Ghosts systems, Masids,Khuran,Islam law/rules/policy,etc A-Z.

Islam/Muslim Relgn Spoiied the 🌎( 18c-23 #Moghuls rule to #France riot)...Ppl Q?🙏",https://twitter.com/SVPSOint/status/1676017357729452032?s=20,False
@adem_palabiyik,"Jul 3, 2023 · 9:20 PM UTC","Killer #İsrael... 😡😡😡 #Israeli military bulldozers attacked #Jenin Govermental Hospital..

#FranceBurning #France #Francia
#FranceRiots #Macron #Paris #ParisProtest #FranceBurning #FranceOnFire #Francja #FranceHasFallen #Palestine #Palestineattak #Refugees #IsraeliTerrorism",https://twitter.com/adem_palabiyik/status/1676017441581719552?s=20,True
@JS_Bui,"Jul 3, 2023 · 11:58 PM UTC",Revue de presse intéressante sur la situation en #France,https://twitter.com/JS_Bui/status/1676017548469366785?s=20,False
@EmmanuelMacron,"Jul 3, 2023 · 11:12 AM UTC","« Nous ne sommes pas des héros, nous n’avons fait que notre devoir », répétait-il.

Dernier membre du commando Kieffer qui débarqua avec ses 176 camarades français en Normandie le 6 juin 1944, héros de la Libération, Léon Gautier nous a quittés.

Nous ne l’oublierons pas.",https://twitter.com/Tanguy_Cornec/status/1676017178896748544?s=20,False
@andreileterrib1,"Jul 3, 2023 · 11:57 PM UTC","Coup d'État militaire en France, le General Pierre de Villiers menace Monarc de rétablir l'ordre dans les 48h . #Paris #Emeute #FRANCE #Monarc #GuerreCivile",https://twitter.com/andreileterrib1/status/1676017353828491265?s=20,False
@JoStAmour,"Jul 3, 2023 · 11:13 PM UTC",Vous pouvez nous informer sur qui sont ces gens qui menacent de vandaliser les Galeries d'Anjou?,https://twitter.com/yclaude/status/1676017164707299334?s=20,False
@twright55,"Jul 3, 2023 · 11:55 PM UTC","Happy to hear that French in #France 🇫🇷 had a quiet night. 🗽 matters. Happy to address people of France. 
#Tatiana",https://twitter.com/twright55/status/1676016856262406145?s=20,False
@HumanDilemma_,"Jul 3, 2023 · 11:56 PM UTC","Police station set on fire tonight in #Rouen #France filmed by terrified residents.

#FranceRiots #FranceProtest #Paris #parisriots #franceViolence #FranceHasFallen #FranceOnFire",https://twitter.com/HumanDilemma_/status/1676017023472607233?s=20,True
@CityCountryBear,"Jul 3, 2023 · 11:55 PM UTC","葡萄の苗を買ってしまいました！
Je vais cultiver un pied de vigne en pot (๑•̀ㅂ•́)و✧

#サンテミリオン #saintémilion #葡萄 #vigne #フランス #france",https://twitter.com/CityCountryBear/status/1676016881210363904?s=20,False
@OhToFreeCanada,"Jul 3, 2023 · 11:55 PM UTC",#France committing suicide.,https://twitter.com/OhToFreeCanada/status/1676016873345785863?s=20,True
@telesurenglish,"Jul 3, 2023 · 11:54 PM UTC",More than 700 arrested after fifth night of rioting in #France over police killing of teenager.,https://twitter.com/telesurenglish/status/1676016644651401218?s=20,True
@Tr00peRR,"Jul 3, 2023 · 11:55 PM UTC","Police station has been reportedly set on fire in #Rouen, #France

 twitter.com/Sussyba96362876/…",https://twitter.com/Tr00peRR/status/1676016823584555008?s=20,False
@HumanDilemma_,"Jul 3, 2023 · 11:53 PM UTC","Nationalists patrol #Chambery #France again this evening with chants of ""French wake up, you are here at home""

#FranceRiots #FranceProtest #Paris #parisriots #franceViolence #FranceHasFallen #FranceOnFire",https://twitter.com/HumanDilemma_/status/1676016467454599168?s=20,True
@Klaus_Arminius,"Jul 3, 2023 · 11:55 PM UTC","🇫🇷#France 

#Migrants continue to burn down residential buildings across France as #EmmanuelMacron announces full Lockdown with internet blackout

 #FranceHasFallen #FranceRiots #Francia #FranceOnFire #Magrebí",https://twitter.com/Klaus_Arminius/status/1676016723844124674?s=20,False
@HumanDilemma_,"Jul 3, 2023 · 11:55 PM UTC","Running street battles between nationalists and imports who want to destroy #France in the city of #Angers tonight.

#FranceRiots #FranceProtest #Paris #parisriots #franceViolence #FranceHasFallen #FranceOnFire",https://twitter.com/HumanDilemma_/status/1676016735332311040?s=20,True
@Zouhairouns,"Jul 3, 2023 · 11:53 PM UTC","#France : Un pompier est mort en dehors de #Paris en essayant d'éteindre des véhicules qui ont pris feu lors d'émeutes, a déclaré le ministre français de l'Intérieur.",https://twitter.com/Zouhairouns/status/1676016262084796417?s=20,False
@BarlowBriggs,"Jul 3, 2023 · 11:53 PM UTC",#France #Myanmar piped.video/yg7Ze0GX52U,https://twitter.com/BarlowBriggs/status/1676016275217334272?s=20,False
@cyrlreg,"Jul 3, 2023 · 11:53 PM UTC","Rioters set fire to a police station in #Rouen, as the unrest in #France has now entered its 7th straight night..
#FranceHasFallen
#FranceRiots
#franceViolence",https://twitter.com/cyrlreg/status/1676016300274102272?s=20,True
